id,name,dob_m,dob_d,dob_y,height_ft,height_in,position_1,position_2,image
3910,Claudio Lezcano,4,24,2016,,,Forward,,
3911,Juan Lezcano,4,5,1937,,,Defender,,
3912,Chi An Li,7,7,1945,,,Forward,,
3913,Dong Woon Li,7,4,1945,,,Defender,,
3914,Jong Kap Li,3,18,1920,,,Defender,,
3915,Ki Joo Li,11,12,1926,,,Forward,,
3916,Sao Nam Li,1,1,1927,,,Forward,,
3917,Tie Li,9,18,1977,6,0,Midfielder,,
3918,Weifeng Li,1,26,1978,5,11,Defender,,
3919,Xiaopeng Li,11,5,1976,5,11,Midfielder,,
3920,Ernest Liberati,3,22,1908,,,Forward,,
3921,Thomas Libiih,11,17,1967,,,Midfielder,,
3922,Stan Libuda,10,10,1943,,,Forward,,
3923,Stephan Lichtsteiner,1,16,1984,5,10,Defender,,
3924,Werner Liebrich,1,18,1927,,,Defender,,
3925,Nils Liedholm,10,8,1922,,,Midfielder,,
3926,Liedson,12,17,1977,5,8,Forward,,
3927,Noel Lietaer,11,17,1908,,,Midfielder,,
3928,Gheorghe Liliac,4,22,1959,,,Goalkeeper,,
3929,Zoong Sun Lim,7,16,1943,,,Defender,,
3930,Lima,1,18,1942,,,Midfielder,,
3931,Nejib Liman,6,12,1953,,,Forward,,
3932,Anders Limpar,9,24,1965,,,Midfielder,,
3933,Torsten Lindberg,4,14,1917,,,Goalkeeper,,
3934,Klaus Lindenberger,5,28,1957,,,Goalkeeper,,
3935,Arne Linderholm,2,22,1916,,,Midfielder,,
3936,Anders Linderoth,3,21,1950,,,Midfielder,,
3937,Tobias Linderoth,4,21,1979,5,9,Midfielder,,
3938,Sven Lindman,4,19,1942,,,Midfielder,,
3939,Gary Lineker,11,30,1960,,,Forward,,
3940,Thomas Linke,12,26,1969,6,0,Defender,,
3941,Manfred Linzmaier,8,27,1962,,,Midfielder,,
3942,Luka Liposinovic,5,12,1933,,,Forward,,
3943,Kazimierz Lis,4,9,1910,,,Midfielder,,
3944,Gennadi Litovchenko,9,11,1963,,,Midfielder,,
3945,Pierre Littbarski,4,16,1960,,,Midfielder,,
3946,Vladimir Liutyi,4,20,1962,,,Forward,,
3947,Sergio Livingstone,3,26,1920,,,Goalkeeper,,
3948,Bixente Lizarazu,12,9,1969,5,6,Defender,,
3949,Zlatan Ljubijankic,12,15,1983,6,0,Forward,,
3950,Danijel Ljuboja,9,4,1978,6,1,Forward,,
3951,Roger Ljung,1,8,1966,,,Defender,,
3952,Fredrik Ljungberg,4,16,1977,5,9,Midfielder,,
3953,Carlos Llamosa,6,30,1969,5,10,Defender,,
3954,Rene Llense,7,14,1913,,,Goalkeeper,,
3955,Fernando Llorente,2,26,1985,6,4,Forward,,
3956,Hugo Lloris,12,26,1986,6,2,Goalkeeper,,
3957,Ugo Locatelli,2,5,1916,,,Midfielder,,
3958,Tony Lochhead,1,12,1982,6,0,Defender,,
3959,Loco,12,25,1984,5,10,Defender,,
3960,Nicolas Lodeiro,3,21,1989,5,8,Midfielder,,
3961,Giovanni Lodetti,8,10,1942,,,Midfielder,,
3962,Juri Lodygin,5,26,1990,6,1,Goalkeeper,,
3963,Hennes Loehr,7,5,1942,,,Forward,,
3964,Ernst Loertscher,3,15,1913,,,Midfielder,,
3965,Wolfram Loewe,5,14,1945,,,Forward,,
3966,Gosta Lofgren,8,29,1923,,,Forward,,
3967,Nat Lofthouse,8,27,1925,,,Forward,,
3968,Paul Loga,8,14,1969,,,Midfielder,,
3969,Gennadi Logofet,4,15,1942,,,Defender,,
3970,Edmond Loichot,4,24,2016,,,Midfielder,,
3971,Karl Loken,8,14,1966,,,Defender,,
3972,Vratislav Lokvenc,9,27,1973,6,5,Forward,,
3973,Nicolas Lombaerts,3,20,1985,6,0,Defender,,
3974,Francisco Lombardo,6,11,1925,,,Defender,,
3975,Erick Lonnis,9,9,1965,5,11,Goalkeeper,,
3976,Lopes,11,1,1910,,,Forward,,
3977,Wagner Lopes,1,29,1969,,,Forward,,
3978,Julen Lopetegui,8,28,1966,,,Goalkeeper,,
3979,Antonio Lopez,9,13,1981,5,8,Defender,,
3980,Arcadio Lopez,9,15,1910,,,Midfielder,,
3981,Atilio Lopez,1,1,1925,,,Forward,,
3982,Christian Lopez,3,15,1953,,,Defender,,
3983,Claudio Lopez,7,17,1974,5,9,Forward,,
3984,Dante Lopez,8,16,1983,6,0,Forward,,
3985,Gustavo Lopez,4,13,1973,5,8,Forward,,
3986,Hilario Lopez,11,18,1907,,,Forward,,
3987,Ligorio Lopez,7,3,1933,,,Forward,,
3988,Luis López,9,13,1993,5,10,Goalkeeper,,
3989,Narciso Lopez,8,18,1928,,,Defender,,
3990,Nelson Lopez,6,24,1941,,,Defender,,
3991,Oscar Lopez,4,2,1939,,,Defender,,
3992,Wilmer Lopez,8,3,1971,5,8,Midfielder,,
3993,Cesar Lopez Fretes,3,21,1923,,,Forward,,
3994,Horacio Lopez Salgado,9,15,1948,,,Forward,,
3995,Lopez Ufarte,4,19,1958,,,Forward,,
3996,Enrique Lopez Zarza,10,25,1958,,,Forward,,
3997,Gyula Lorant,2,6,1923,,,Midfielder,,
3998,Max Lorenz,8,19,1939,,,Defender,Midfielder,
3999,Benito Lorenzi,12,20,1925,,,Forward,,
4000,Alfonso Lorenzo,4,24,2016,,,Midfielder,,
4001,Nestor Lorenzo,2,28,1966,,,Defender,,
4002,Julio Lores,9,15,1908,,,Forward,,
4003,Peter Lorimer,12,14,1946,,,Forward,,
4004,Julio Losada,6,16,1950,,,Forward,,
4005,Giacomo Losi,9,10,1935,,,Defender,,
4006,Wilfred Louis,10,25,1949,,,Defender,,
4007,Xerxes Louis,10,31,1926,,,Midfielder,,
4008,Lourenco,4,8,1942,,,Forward,,
4009,Evgeni Lovchev,1,29,1949,,,Defender,,
4010,Love,3,14,1979,5,10,Forward,,
4011,Peter Lovenkrands,1,29,1980,5,11,Forward,,
4012,Dejan Lovren,7,5,1989,6,2,Defender,,
4013,Onandi Lowe,12,2,1973,,,Forward,,
4014,James Lowery,1,15,1961,,,Midfielder,,
4015,John Lozano,3,30,1972,6,2,Midfielder,,
4016,Wlodek Lubanski,2,28,1947,,,Forward,,
4017,Harry Lubse,9,23,1951,,,Forward,,
4018,Mircea Lucescu,7,29,1945,,,Forward,,
4019,Teddy Lucic,4,15,1973,6,1,Defender,,
4020,Lucio,5,8,1978,6,2,Defender,,
4021,Josef Ludl,6,3,1916,,,Forward,,
4022,Diego Lugano,11,2,1980,6,2,Defender,,
4023,Gerardo Lugo,3,13,1955,,,Midfielder,,
4024,Milan Luhovy,1,1,1963,,,Forward,,
4025,Luis Enrique,5,8,1970,5,10,Midfielder,,
4026,Luis Fabiano,11,8,1980,6,1,Forward,,
4027,Luis Figo,11,4,1972,5,10,Forward,,
4028,Luis Marin,9,4,1906,,,Midfielder,,
4029,Luis Pereira,6,21,1949,,,Defender,,
4030,Luisao,2,13,1981,6,3,Defender,,
4031,Luisinho,3,29,1911,,,Forward,,
4032,Luiz Gustavo,7,23,1987,6,1,Midfielder,,
4033,Luiz Luz,11,29,1909,,,Defender,,
4034,Luizao,11,14,1975,5,9,Forward,,
4035,Luizinho,10,22,1958,,,Defender,,
4036,Romelu Lukaku,5,13,1993,6,3,Forward,,
4037,Aleksandar Lukovic,10,23,1982,6,0,Defender,,
4038,Senad Lulic,6,18,1986,6,0,Midfielder,,
4039,Braulio Luna,9,8,1974,5,11,Midfielder,,
4040,Silviu Lung,9,9,1956,,,Goalkeeper,,
4041,Massimo Luongo,9,25,1992,5,9,Midfielder,,
4042,Ioan Lupescu,12,9,1968,,,Midfielder,,
4043,Nicolae Lupescu,12,17,1940,,,Defender,,
4044,Danut Lupu,2,27,1967,,,Midfielder,,
4045,Albert Luque,3,11,1978,6,0,Forward,,
4046,Leopoldo Luque,5,3,1949,,,Forward,,
4047,Gerhard Lusenti,4,24,1921,,,Defender,,
4048,Mauro Lustrinelli,2,26,1976,5,8,Forward,,
4049,Steven Lustu,4,13,1971,6,0,Defender,,
4050,Friedel Lutz,1,21,1939,,,Defender,,
4051,Antoni Lyko,7,25,1907,,,Forward,,
4052,Tom Lynch,4,24,2016,,,Midfielder,,
4053,Rais M'Bolhi,4,25,1986,6,2,Goalkeeper,,
4054,Mingyu Ma,8,10,1972,5,9,Midfielder,,
4055,Mohamed Maaroufi,1,1,1947,,,Midfielder,,
4056,Emmanuel Maboang,11,27,1968,,,Midfielder,,
4057,Joe Maca,9,28,1920,,,Defender,,
4058,Lou Macari,6,7,1949,,,Midfielder,,
4059,Antonio Maceda,5,16,1957,,,Defender,,
4060,Julio Maceiras,4,22,1926,,,Goalkeeper,,
4061,Machado,1,1,1909,,,Defender,,
4062,Nikos Machlas,6,16,1973,,,Forward,,
4063,Ferenc Machos,6,30,1932,,,Forward,,
4064,Juan Machuca,3,7,1951,,,Defender,,
4065,Manuel Machuca,1,1,1924,,,Defender,,
4066,Dave Mackay,11,14,1934,,,Midfielder,,
4067,Jimmy Mackay,12,19,1943,,,Midfielder,,
4068,John Mackenzie,9,4,1925,,,Forward,,
4069,Henryk Maculewicz,4,24,1950,,,Defender,,
4070,Mehrzad Madanchi,1,10,1985,5,10,Midfielder,,
4071,Ahmed Madani,1,6,1970,,,Defender,,
4072,Edward Madejski,8,11,1914,,,Goalkeeper,,
4073,Rabah Madjer,2,15,1958,,,Forward,,
4074,Peter Madsen,4,26,1978,6,0,Forward,,
4075,Hedwiges Maduro,2,13,1985,6,0,Midfielder,,
4076,Robert Maertens,1,24,1930,,,Midfielder,,
4077,Kibonge Mafu,2,12,1945,,,Midfielder,,
4078,Mavuda Mafuila,12,15,1949,,,Forward,,
4079,Federico Magallanes,8,22,1976,5,11,Forward,,
4080,Jonny Magallon,11,21,1981,5,10,Defender,,
4081,Raul Magana,2,24,1940,,,Goalkeeper,,
4082,Felix Magath,7,26,1953,,,Midfielder,,
4083,Christian Maggio,2,11,1982,6,0,Defender,,
4084,Augusto Magli,3,9,1923,,,Midfielder,,
4085,Ludovic Magnin,4,20,1979,6,1,Defender,,
4086,Ardico Magnini,10,21,1928,,,Defender,,
4087,Benno Magnusson,2,4,1953,,,Forward,,
4088,Mats Magnusson,7,10,1963,,,Forward,,
4089,Jose Magrina,3,20,1912,,,Forward,,
4090,Mehdi Mahdavikia,7,24,1977,5,9,Midfielder,,
4091,Allan Maher,7,21,1950,,,Goalkeeper,,
4092,Hossein Mahini,9,16,1986,6,0,Defender,,
4093,Abderrhamane Mahjoub,4,25,1929,,,Midfielder,,
4094,Roman Mahlich,9,17,1971,,,Midfielder,,
4095,Mahmoud Shaker,5,5,1960,,,Midfielder,,
4096,Marcel Mahouve,1,16,1973,,,Midfielder,,
4097,Riyad Mahrez,2,21,1991,5,10,Forward,,
4098,Philippe Mahut,3,4,1956,,,Defender,,
4099,Karl Mai,7,27,1928,,,Midfielder,,
4100,Maicon,7,26,1981,6,1,Defender,,
4101,Luis Maidana,2,24,1934,,,Goalkeeper,,
4102,Sepp Maier,2,28,1944,,,Goalkeeper,,
4103,Jacques Mairesse,2,27,1904,,,Defender,,
4104,Brian Maisonneuve,6,28,1973,,,Midfielder,,
4105,Radoslaw Majdan,5,10,1972,6,0,Goalkeeper,,
4106,Josef Majer,6,8,1925,,,Forward,,
4107,Stefan Majewski,1,31,1956,,,Defender,,
4108,Cyrille Makanaky,6,28,1965,,,Forward,,
4109,Claude Makelele,2,18,1973,5,8,Midfielder,,
4110,Seiichiro Maki,8,7,1980,6,0,Forward,,
4111,Jean Makoun,5,29,1983,5,6,Midfielder,,
4112,Mayanga Maku,10,31,1948,,,Forward,,
4113,Eduardo Malasquez,10,13,1957,,,Midfielder,,
4114,Anton Malatinsky,1,15,1920,,,Forward,,
4115,Leif Malberg,9,1,1945,,,Defender,,
4116,Stephen Malcolm,5,2,1970,,,Defender,,
4117,Sam Malcolmson,4,2,1948,,,Defender,,
4118,Aldo Maldera,10,14,1953,,,Defender,,
4119,Cesare Maldini,2,5,1932,,,Defender,,
4120,Paolo Maldini,6,26,1968,6,1,Defender,,
4121,Benjamin Maldonado,1,1,1928,,,Forward,,
4122,Stelios Malezas,3,11,1985,6,3,Defender,,
4123,Robert Malm,8,21,1973,5,10,Forward,,
4124,Eduard Malofeyev,6,2,1942,,,Forward,,
4125,Florent Malouda,6,13,1980,6,0,Midfielder,,
4126,Maurice Malpas,8,3,1962,,,Defender,,
4127,Cherif Toure Mamam,1,13,1983,5,11,Midfielder,,
4128,Mana Mambuene,10,10,1947,,,Midfielder,,
4129,Zoran Mamic,9,30,1971,,,Defender,,
4130,Aleksei Mamykin,2,29,1936,,,Forward,,
4131,Roberto Mancini,11,27,1964,,,Forward,,
4132,Alejandro Mancuso,9,4,1968,,,Midfielder,,
4133,Steve Mandanda,3,28,1985,6,0,Goalkeeper,,
4134,Sayouba Mandé,6,15,1993,6,3,Goalkeeper,,
4135,Aissa Mandi,10,22,1991,6,1,Defender,,
4136,Georges Mandjeck,12,9,1988,5,11,Midfielder,,
4137,Mario Mandzukic,5,21,1986,6,1,Forward,,
4138,Maneca,1,28,1926,,,Forward,,
4139,Ildo Maneiro,8,4,1947,,,Midfielder,,
4140,Lionello Manfredonia,11,27,1956,,,Defender,,
4141,Manga,4,26,1937,,,Goalkeeper,,
4142,Eliaquim Mangala,2,13,1991,6,1,Defender,,
4143,Manfred Manglitz,3,8,1940,,,Goalkeeper,,
4144,Giannis Maniatis,10,12,1986,5,9,Midfielder,,
4145,Jorge Manicera,11,4,1938,,,Defender,,
4146,Maniche,11,11,1977,5,10,Midfielder,,
4147,Wilf Mannion,5,16,1918,,,Forward,,
4148,Manoelzinho,8,22,1907,,,Forward,,
4149,Kostas Manolas,6,14,1991,6,2,Defender,,
4150,Stelios Manolas,7,13,1961,,,Defender,,
4151,Manolo,1,17,1965,,,Forward,,
4152,Nikolai Manoshin,3,6,1938,,,Midfielder,,
4153,Ilhan Mansiz,8,10,1975,6,0,Forward,,
4154,Kamel Mansour,8,2,1914,,,Forward,,
4155,Faouzi Mansouri,1,17,1956,,,Defender,,
4156,Yazid Mansouri,2,25,1978,5,8,Midfielder,,
4157,Ali Reza Mansourian,12,2,1971,,,Midfielder,,
4158,Arne Mansson,4,24,2016,,,Defender,,
4159,Kidumu Mantantu,11,17,1946,,,Midfielder,,
4160,Walter Mantegazza,6,17,1952,,,Midfielder,,
4161,Mantorras,3,18,1982,5,10,Forward,,
4162,Lav Mantula,12,8,1928,,,Midfielder,,
4163,Gary Manuel,2,20,1950,,,Forward,,
4164,Manuel Duarte,5,20,1943,,,Forward,,
4165,Mauricio Manzano,9,30,1943,,,Defender,,
4166,Armando Manzo,10,16,1958,,,Defender,,
4167,Rodolfo Manzo,6,5,1949,,,Defender,,
4168,Julio Manzur,1,22,1981,6,0,Defender,,
4169,Antonio Maquilon,11,29,1902,,,Defender,,
4170,Ramon Maradiaga,10,30,1954,,,Midfielder,,
4171,Diego Maradona,10,30,1960,5,5,Midfielder,,
4172,Spiros Marangos,2,20,1967,,,Midfielder,,
4173,Maranon,7,23,1948,,,Forward,,
4174,Dimitar Marashliev,8,31,1947,,,Forward,,
4175,Jean-Jacques Marcel,6,13,1931,,,Midfielder,,
4176,Marcelino,8,13,1955,,,Defender,,
4177,Marcelino,4,29,1940,,,Forward,,
4178,Marcelo,5,12,1988,5,8,Defender,,
4179,Roger Marche,3,5,1924,,,Defender,,
4180,Luca Marchegiani,2,22,1966,,,Goalkeeper,,
4181,Carlos Marchena,7,31,1979,5,11,Defender,,
4182,Hector Marchena,1,4,1965,,,Midfielder,,
4183,Federico Marchetti,2,7,1983,6,2,Goalkeeper,,
4184,Claudio Marchisio,1,19,1986,5,10,Midfielder,,
4185,Marcio Santos,9,15,1969,,,Defender,,
4186,Marco Abreu,12,8,1974,5,10,Defender,,
4187,Marco Antonio,2,6,1951,,,Defender,,
4188,Marcos,8,4,1973,6,3,Goalkeeper,,
4189,Ruben Marcos,12,6,1942,,,Midfielder,,
4190,Marcos Airosa,8,6,1984,5,10,Defender,,
4191,Marcos Senna,7,17,1976,5,9,Midfielder,,
4192,Marculeta,9,24,1907,,,Defender,,
4193,Pavel Mares,1,18,1976,6,0,Defender,,
4194,Xavier Margairaz,1,7,1984,6,0,Midfielder,,
4195,Javier Margas,5,10,1969,,,Defender,,
4196,Giacomo Mari,10,17,1924,,,Midfielder,,
4197,Enver Maric,4,23,1948,,,Goalkeeper,,
4198,Silvio Maric,3,20,1975,,,Midfielder,,
4199,Luis Marin,8,10,1974,5,10,Defender,,
4200,Luis Marin,5,18,1983,6,1,Goalkeeper,,
4201,Marko Marin,3,13,1989,5,6,Midfielder,,
4202,Ronald Marin,11,2,1962,,,Defender,,
4203,Paul Mariner,5,22,1953,,,Forward,,
4204,Lucian Marinescu,6,24,1972,,,Midfielder,,
4205,Marinho Chagas,2,8,1952,,,Defender,,
4206,Marinho Peres,3,19,1947,,,Defender,,
4207,Giampiero Marini,2,25,1951,,,Midfielder,,
4208,Mario,6,1,1985,6,0,Goalkeeper,,
4209,Salvador Mariona,12,16,1943,,,Defender,,
4210,Alberto Mariotti,3,28,1935,,,Defender,,
4211,Blagoje Marjanovic,9,9,1907,,,Forward,,
4212,Eduard Markarov,6,20,1942,,,Forward,,
4213,Imre Markos,6,9,1908,,,Forward,,
4214,Aleksandar Markov,8,17,1961,,,Defender,,
4215,Plamen Markov,9,11,1957,,,Midfielder,,
4216,Vlatko Markovic,1,1,1937,,,Defender,,
4217,Calvin Marlin,4,20,1976,5,11,Goalkeeper,,
4218,Karim Maroc,3,5,1958,,,Midfielder,,
4219,Giancarlo Marocchi,7,4,1965,,,Midfielder,,
4220,Rafael Marquez,2,13,1979,6,0,Defender,Midfielder,
4221,Olaf Marschall,3,19,1966,,,Forward,,
4222,Maurice Martens,6,5,1947,,,Defender,,
4223,Martim,3,2,1911,,,Midfielder,,
4224,Alvin Martin,7,29,1958,,,Defender,,
4225,Fred Martin,5,13,1929,,,Goalkeeper,,
4226,Martin Vazquez,9,25,1965,,,Midfielder,,
4227,Joe Martinelli,1,1,1916,,,Defender,,
4228,Fidel Martínez,2,15,1990,5,9,Midfielder,,
4229,Gilberto Martinez,10,1,1979,5,8,Defender,,
4230,Jackson Martinez,10,3,1986,6,0,Forward,,
4231,Javi Martinez,9,2,1988,6,2,Midfielder,,
4232,Jesus Martinez,6,7,1952,,,Defender,,
4233,Juan Martinez,4,20,1948,,,Midfielder,,
4234,Mario Martínez,7,30,1989,5,8,Midfielder,,
4235,Rony Martínez,8,16,1988,5,10,Forward,,
4236,Saturnino Martinez,1,1,1928,,,Defender,,
4237,Sergio Martinez,2,15,1969,,,Forward,,
4238,Walter Martinez,3,24,1982,5,5,Forward,,
4239,William Martinez,1,13,1928,,,Defender,,
4240,Obafemi Martins,10,28,1984,5,6,Forward,,
4241,Bruno Martins Indi,2,8,1992,6,0,Defender,,
4242,Alf Martinsen,12,29,1911,,,Forward,,
4243,Gyozo Martos,12,15,1949,,,Defender,,
4244,Nigel Martyn,8,11,1966,6,1,Goalkeeper,,
4245,Silvio Marzolini,10,4,1940,,,Defender,,
4246,Hamdi Marzouki,1,23,1977,5,11,Defender,,
4247,Oscar Mas,10,29,1946,,,Forward,,
4248,Ahmed Masbahi,1,17,1966,,,Defender,,
4249,Javier Mascherano,6,8,1984,5,7,Midfielder,,
4250,Ernesto Mascheroni,11,21,1907,,,Defender,,
4251,Andre Maschinot,6,28,1903,,,Forward,,
4252,Humberto Maschio,2,20,1933,,,Forward,,
4253,Vaclav Masek,3,21,1941,,,Forward,,
4254,Guido Masetti,11,22,1907,,,Goalkeeper,,
4255,Tsepo Masilela,5,5,1985,5,8,Defender,,
4256,Phil Masinga,6,28,1969,6,1,Forward,,
4257,Vladimir Maslachenko,3,5,1936,,,Goalkeeper,,
4258,Anatoli Maslyonkin,6,26,1930,,,Defender,,
4259,Juan Masnik,3,2,1943,,,Defender,,
4260,Marian Masny,8,13,1950,,,Forward,,
4261,Josef Masopust,2,9,1931,,,Midfielder,,
4262,Kamel Masoud,8,2,1914,,,Goalkeeper,,
4263,Roque Maspoli,10,12,1917,,,Goalkeeper,,
4264,Mohammed Massad,2,17,1983,5,9,Midfielder,,
4265,Kilasu Massamba,12,22,1950,,,Midfielder,,
4266,Daniele Massaro,5,23,1961,,,Forward,Midfielder,
4267,Benjamin Massing,6,20,1962,,,Defender,,
4268,Don Masson,8,26,1946,,,Midfielder,,
4269,Pablo Mastroeni,8,29,1976,5,10,Defender,,
4270,Zygmunt Maszczyk,5,3,1945,,,Midfielder,,
4271,Bohdan Masztaler,9,19,1949,,,Midfielder,,
4272,Juan Mata,4,28,1988,5,8,Forward,,
4273,Fathi Matar,5,23,1955,,,Midfielder,,
4274,Tim Matavz,1,13,1989,6,2,Forward,,
4275,Marco Materazzi,8,19,1973,6,3,Defender,,
4276,Mateus,6,18,1984,5,8,Midfielder,,
4277,Dorin Mateut,8,5,1965,,,Midfielder,,
4278,Davie Mathers,10,23,1931,,,Midfielder,,
4279,Imre Mathesz,3,25,1937,,,Midfielder,,
4280,Joris Mathijsen,4,5,1980,5,11,Defender,,
4281,Clint Mathis,11,25,1976,5,10,Forward,,
4282,Roger Mathis,4,4,1921,,,Defender,,
4283,Joel Matip,8,8,1991,6,4,Midfielder,,
4284,Karim Matmour,6,25,1985,5,11,Midfielder,,
4285,Roberto Matosas,5,11,1940,,,Defender,,
4286,Sandor Matrai,11,20,1932,,,Defender,,
4287,Naoki Matsuda,3,14,1977,6,0,Defender,,
4288,Daisuke Matsui,5,11,1981,5,8,Midfielder,,
4289,Lothar Matthaeus,3,21,1961,,,Midfielder,,
4290,Stanley Matthews,2,1,1915,,,Forward,,
4291,Etienne Mattler,12,25,1905,,,Defender,,
4292,Carlo Mattrel,4,14,1937,,,Goalkeeper,,
4293,Blaise Matuidi,4,9,1987,5,8,Midfielder,,
4294,Zeljko Matus,8,9,1935,,,Midfielder,,
4295,Adam Matysek,7,19,1968,6,3,Goalkeeper,,
4296,Waldemar Matysik,9,27,1961,,,Midfielder,,
4297,Maurinho,6,6,1933,,,Forward,,
4298,Mauro Galvao,12,19,1961,,,Defender,,
4299,Mauro Ramos,8,30,1930,,,Defender,,
4300,Mauro Silva,1,12,1968,5,10,Midfielder,,
4301,Marcel Mauron,3,25,1929,,,Forward,,
4302,Matej Mavric,1,29,1979,6,1,Defender,,
4303,Rio Mavuba,3,6,1984,5,7,Midfielder,,
4304,Maxwell,8,27,1981,5,9,Defender,,
4305,Luis Mayanes,1,15,1925,,,Forward,,
4306,Ramon Mayeregger,2,19,1934,,,Goalkeeper,,
4307,Alaa Mayhoub,1,9,1962,,,Midfielder,,
4308,Abdullah Mayuf,12,3,1953,,,Defender,,
4309,Mazinho,4,8,1966,,,Midfielder,,
4310,Wlodzimierz Mazur,4,18,1954,,,Forward,,
4311,Ladislao Mazurkiewicz,2,14,1945,,,Goalkeeper,,
4312,Sandro Mazzola,11,8,1942,,,Midfielder,,
4313,Stephane Mbia,5,20,1986,6,2,Defender,,
4314,Gregoire Mbida,1,27,1952,,,Midfielder,,
4315,Ephrem Mbom,7,18,1954,,,Defender,,
4316,Patrick Mboma,11,15,1970,6,0,Forward,,
4317,Emile Mbouh,5,30,1966,,,Midfielder,,
4318,Mick Mc Carthy,2,7,1959,,,Defender,,
4319,Colin Mc Donald,10,15,1930,,,Goalkeeper,,
4320,Gary Mcallister,12,25,1964,,,Midfielder,,
4321,Jason Mcateer,6,18,1971,5,9,Midfielder,,
4322,Frank Mcavennie,11,22,1959,,,Forward,,
4323,Brian Mcbride,6,19,1972,6,0,Forward,,
4324,Stuart Mccall,6,10,1964,,,Midfielder,,
4325,Benni Mccarthy,11,12,1977,5,11,Forward,,
4326,John Mcclelland,12,7,1955,,,Defender,,
4327,Billy Mcclure,1,4,1958,,,Midfielder,,
4328,Alistair Mccoist,9,24,1962,,,Forward,,
4329,Ian Mccoll,6,7,1927,,,Defender,,
4330,David Mccreery,9,16,1957,,,Midfielder,,
4331,Sammy Mccrory,4,24,2016,,,Forward,,
4332,Terry Mcdermott,12,8,1951,,,Midfielder,,
4333,Alan Mcdonald,10,12,1963,,,Defender,,
4334,Bill Mcgarry,6,10,1927,,,Midfielder,,
4335,Bart Mcghee,4,30,1899,,,Forward,,
4336,Michael Mcglinchey,1,7,1987,5,8,Midfielder,,
4337,Eddie Mcgoldrick,4,30,1965,,,Midfielder,,
4338,Ryan McGowan,8,15,1989,6,3,Defender,,
4339,Danny Mcgrain,5,1,1950,,,Defender,,
4340,Paul Mcgrath,12,4,1959,,,Defender,,
4341,Jimmy Mcilroy,10,25,1931,,,Midfielder,,
4342,Sam Mcilroy,8,2,1954,,,Midfielder,,
4343,Ed Mcilvenny,10,21,1924,,,Midfielder,,
4344,Alan Mcinally,2,10,1963,,,Forward,,
4345,Keith Mckay,12,8,1956,,,Midfielder,,
4346,Matt McKay,1,11,1983,5,7,Midfielder,,
4347,Stewart Mckimmie,10,27,1962,,,Defender,,
4348,Billy Mckinlay,4,22,1969,,,Midfielder,,
4349,Tosh Mckinlay,12,3,1964,,,Defender,,
4350,Bill Mclean,1,27,1904,,,Forward,,
4351,Alex Mcleish,1,21,1959,,,Defender,,
4352,Murdo Mcleod,9,24,1958,,,Midfielder,,
4353,Alan Mcloughlin,4,20,1967,,,Midfielder,,
4354,Steve Mcmahon,8,20,1961,,,Midfielder,,
4355,Steve Mcmanaman,2,11,1972,6,0,Midfielder,,
4356,Alfred Mcmichael,10,1,1927,,,Defender,,
4357,Ian Mcmillan,3,18,1931,,,Forward,,
4358,Bernard Mcnally,2,17,1963,,,Midfielder,,
4359,Jackie Mcnamara,10,24,1973,,,Defender,,
4360,Peter Mcparland,4,25,1934,,,Forward,,
4361,David Mcpherson,1,28,1964,,,Defender,,
4362,Gordon Mcqueen,6,26,1952,,,Defender,,
4363,Paul Mcstay,10,22,1964,,,Midfielder,,
4364,Giuseppe Meazza,8,23,1910,,,Forward,Midfielder,
4365,Paul Mebus,6,9,1920,,,Midfielder,,
4366,Gary Medel,8,3,1987,5,7,Defender,,
4367,Hernan Medford,5,23,1968,5,9,Forward,,
4368,Alberto Medina,5,29,1983,5,7,Forward,,
4369,Mario Medina,9,2,1952,,,Forward,,
4370,Ramon Medina Bello,4,29,1966,,,Forward,,
4371,Abdellah Medjadi,12,1,1957,,,Defender,,
4372,Carl Medjani,5,15,1985,6,0,Defender,,
4373,Haris Medunjanin,3,8,1985,6,2,Midfielder,,
4374,Dirk Medved,9,15,1968,,,Defender,,
4375,Terry Medwin,9,25,1932,,,Forward,,
4376,Frans Meeng,1,1,1914,,,Midfielder,,
4377,Victor Mees,1,26,1927,,,Midfielder,,
4378,Walter Meeuws,7,11,1951,,,Defender,,
4379,Fadil Megharia,5,23,1961,,,Defender,,
4380,Admir Mehmedi,3,16,1991,5,10,Forward,,
4381,Dincer Mehmet,4,24,2016,,,Midfielder,,
4382,Eugen Meier,4,30,1930,,,Forward,Midfielder,
4383,Raul Meireles,3,17,1983,5,10,Midfielder,,
4384,Abdoulaye Meite,10,6,1980,6,0,Defender,,
4385,Alexander Mejía,7,10,1988,5,10,Midfielder,,
4386,Dioniso Mejia,1,6,1907,,,Forward,,
4387,Milton Melgar,9,20,1959,,,Midfielder,,
4388,Vojislav Melic,1,5,1940,,,Forward,,
4389,Mourad Melki,5,9,1975,5,10,Midfielder,,
4390,Bror Mellberg,12,9,1923,,,Forward,,
4391,Olof Mellberg,9,3,1977,6,0,Defender,,
4392,Sofiane Melliti,8,18,1978,5,10,Midfielder,,
4393,Angel Melogno,3,22,1905,,,Midfielder,,
4394,Eugenio Mena,7,18,1988,5,10,Defender,,
4395,Mario Mena,7,28,1928,,,Forward,,
